transaction_id,transaction_date,transaction_time,store_id,store_name,region,product_id,product_name,category,quantity,unit_price,total_amount,discount_percent,discount_amount,final_amount,payment_method,customer_id,customer_segment,sales_person_id,promotion_code
TXNA8B61F6C9DB8,2024-03-16,06:21:20,ST003,Rodriguezhaven Mall,East,PRD4156,Camera,Electronics,4,167.0,668.0,20,133.6,534.4,Digital Wallet,CUST35860,VIP,EMP719,WELCOME15
TXN27C561FF090D,2024-06-03,06:21:20,ST006,Jenniferchester Mall,South,PRD4239,Headphones,Electronics,5,13.09,65.45,5,3.27,62.18,Cash,CUST28860,Standard,EMP816,
TXN316CEA253B95,2023-10-30,06:21:20,ST011,Amberfort Mall,West,PRD5861,Yoga Mat,Sports,2,89.59,179.18,20,35.84,143.34,Digital Wallet,CUST76408,Budget,EMP323,
TXN4DFB1EBD0ACB,2024-08-01,06:21:20,ST001,Port Jessica Mall,North,PRD2059,Basketball,Sports,3,147.91,443.73,5,22.19,421.54,Credit Card,CUST18229,VIP,EMP452,
TXN76784BB44DFA,2025-05-09,06:21:20,ST015,West Audreyland Mall,South,PRD6216,Lipstick,Beauty,1,488.81,488.81,0,0.0,488.81,Cash,CUST99270,Premium,EMP682,
TXND3E6A3BD4E0B,2024-07-05,06:21:20,ST016,Port Michael Mall,South,PRD6135,Car Cover,Automotive,3,254.85,764.55,15,114.68,649.87,Debit Card,CUST39899,Standard,EMP143,
TXND24AE6632705,2024-10-06,06:21:20,ST011,Amberfort Mall,West,PRD8408,GPS Device,Automotive,4,237.18,948.72,15,142.31,806.41,Debit Card,CUST28623,VIP,EMP529,SAVE10
TXN1BFCAB228E74,2024-07-03,06:21:20,ST005,Welchhaven Mall,South,PRD3830,Nail Polish,Beauty,4,189.2,756.8,15,113.52,643.28,Debit Card,CUST87717,Standard,EMP322,
TXN6E98F3A455CC,2024-09-17,06:21:20,ST009,Chavezfurt Mall,North,PRD7426,Engine Oil,Automotive,3,106.9,320.7,15,48.1,272.6,Debit Card,CUST49783,Budget,EMP333,
TXNA6C24EAFC6CE,2025-04-26,06:21:20,ST014,Timothychester Mall,North,PRD6789,GPS Device,Automotive,2,248.8,497.6,0,0.0,497.6,Credit Card,CUST18769,Budget,EMP822,
TXNA01E9B899631,2024-06-05,06:21:20,ST017,East Ann Mall,Central,PRD9036,Lamp,Home & Garden,4,403.77,1615.08,15,242.26,1372.82,Credit Card,CUST50371,Standard,EMP446,
TXNB9C695FA93D7,2025-07-14,06:21:20,ST004,Lake Michaelberg Mall,South,PRD6588,Hair Dryer,Beauty,5,73.42,367.1,10,36.71,330.39,Cash,CUST26794,Budget,EMP678,
TXN21F87B2BA4E9,2023-09-01,06:21:20,ST014,Timothychester Mall,North,PRD4824,Car Cover,Automotive,2,112.63,225.26,10,22.53,202.73,Cash,CUST93082,VIP,EMP905,
TXN40C3F59F54C2,2024-07-27,06:21:20,ST007,East Seanborough Mall,North,PRD4750,Remote Car,Toys,2,483.08,966.16,20,193.23,772.93,Debit Card,CUST42649,VIP,EMP676,
TXN6676C3C5304B,2023-09-02,06:21:20,ST004,Lake Michaelberg Mall,South,PRD6269,Building Blocks,Toys,4,377.59,1510.36,20,302.07,1208.29,Credit Card,CUST79367,VIP,EMP573,
TXNCB90E355590E,2024-05-12,06:21:20,ST013,West Reginaldfort Mall,North,PRD3344,Jacket,Clothing,2,397.73,795.46,10,79.55,715.91,Cash,CUST17736,VIP,EMP352,
TXN43CAC6A86966,2023-08-17,06:21:20,ST020,Lake Gary Mall,Central,PRD6243,Puzzle,Toys,4,285.32,1141.28,10,114.13,1027.15,Digital Wallet,CUST51178,Standard,EMP943,SAVE10
TXNCDCC100E43A5,2025-04-16,06:21:20,ST002,Boltonmouth Mall,North,PRD5627,Dress,Clothing,2,266.52,533.04,20,106.61,426.43,Debit Card,CUST59284,VIP,EMP817,
TXN6FC3F21CD438,2024-06-14,06:21:20,ST005,Welchhaven Mall,South,PRD2289,Cookbook,Books,3,22.39,67.17,15,10.08,57.09,Cash,CUST70940,Standard,EMP557,
TXNC3996542B8B9,2025-03-04,06:21:20,ST015,West Audreyland Mall,South,PRD8470,Bed Sheet,Home & Garden,3,62.79,188.37,10,18.84,169.53,Cash,CUST35923,VIP,EMP391,
TXNDB234880A182,2023-12-23,06:21:20,ST004,Lake Michaelberg Mall,South,PRD8816,Action Figure,Toys,1,435.19,435.19,20,87.04,348.15,Cash,CUST28579,Budget,EMP951,BULK5
TXN421B1C293A37,2023-09-09,06:21:20,ST011,Amberfort Mall,West,PRD1565,Nail Polish,Beauty,4,97.22,388.88,20,77.78,311.1,Cash,CUST52469,Premium,EMP623,
TXN17D0B24EAA8E,2025-08-13,06:21:20,ST003,Rodriguezhaven Mall,East,PRD9565,Kitchen Set,Home & Garden,1,78.56,78.56,0,0.0,78.56,Debit Card,CUST40803,Premium,EMP872,
TXNABF3EE2E467C,2024-08-13,06:21:20,ST014,Timothychester Mall,North,PRD7562,Action Figure,Toys,3,377.92,1133.76,15,170.06,963.7,Credit Card,CUST78770,VIP,EMP757,SAVE10
TXN7F1512BABA1D,2025-02-25,06:21:20,ST015,West Audreyland Mall,South,PRD4725,Jeans,Clothing,2,66.47,132.94,10,13.29,119.65,Debit Card,CUST17407,Premium,EMP153,
TXN3B2F2027D263,2025-07-28,06:21:20,ST002,Boltonmouth Mall,North,PRD3500,Tennis Racket,Sports,1,117.31,117.31,5,5.87,111.44,Debit Card,CUST75612,Budget,EMP430,
TXN4E3E626EA9A5,2025-05-24,06:21:20,ST017,East Ann Mall,Central,PRD2113,Lipstick,Beauty,3,251.19,753.57,15,113.04,640.53,Credit Card,CUST36230,Premium,EMP313,
TXND6531EA82F81,2024-12-29,06:21:20,ST003,Rodriguezhaven Mall,East,PRD3689,Tablet,Electronics,5,442.01,2210.05,20,442.01,1768.04,Digital Wallet,CUST37889,Standard,EMP649,
TXN65C9BF3A0230,2025-05-17,06:21:20,ST018,North Erika Mall,Central,PRD4302,Biography,Books,3,260.33,780.99,5,39.05,741.94,Cash,CUST53841,Standard,EMP434,WELCOME15
TXNEE7876E69D7D,2023-12-14,06:21:20,ST001,Port Jessica Mall,North,PRD7646,Technical Manual,Books,4,305.65,1222.6,20,244.52,978.08,Debit Card,CUST34226,Premium,EMP142,
TXN58FE267565F0,2023-12-01,06:21:20,ST019,Lake Kristieborough Mall,North,PRD5970,Yoga Mat,Sports,3,418.14,1254.42,5,62.72,1191.7,Cash,CUST70788,Premium,EMP763,
TXN882E6C1513D9,2025-03-16,06:21:20,ST017,East Ann Mall,Central,PRD3964,Cookbook,Books,1,161.85,161.85,5,8.09,153.76,Cash,CUST37047,VIP,EMP837,
TXN2BCA9A42A620,2024-07-14,06:21:20,ST020,Lake Gary Mall,Central,PRD5675,GPS Device,Automotive,2,461.2,922.4,15,138.36,784.04,Debit Card,CUST20180,Premium,EMP100,BULK5
TXN9822957E76E2,2023-10-04,06:21:20,ST001,Port Jessica Mall,North,PRD3613,Tablet,Electronics,3,228.08,684.24,20,136.85,547.39,Credit Card,CUST17017,Budget,EMP320,
TXNEADEAA6EAB43,2024-10-20,06:21:20,ST009,Chavezfurt Mall,North,PRD1573,Action Figure,Toys,4,330.28,1321.12,10,132.11,1189.01,Credit Card,CUST49590,Standard,EMP369,
TXNDBB619B079DF,2024-03-10,06:21:20,ST001,Port Jessica Mall,North,PRD2410,Hat,Clothing,4,95.54,382.16,0,0.0,382.16,Debit Card,CUST69669,Budget,EMP376,
TXNE49D6931F494,2025-03-12,06:21:20,ST005,Welchhaven Mall,South,PRD1489,Car Tire,Automotive,2,41.93,83.86,15,12.58,71.28,Credit Card,CUST75198,VIP,EMP950,
TXN25F282BB3F41,2024-02-09,06:21:20,ST002,Boltonmouth Mall,North,PRD5613,Smart Watch,Electronics,1,480.12,480.12,10,48.01,432.11,Digital Wallet,CUST36568,Budget,EMP124,
TXN94AFEED68705,2024-02-22,06:21:20,ST015,West Audreyland Mall,South,PRD8132,Bicycle,Sports,1,497.96,497.96,0,0.0,497.96,Digital Wallet,CUST40345,Premium,EMP393,
TXN8C691AE2D124,2025-04-17,06:21:20,ST016,Port Michael Mall,South,PRD9859,Doll,Toys,5,90.31,451.55,10,45.16,406.39,Debit Card,CUST52036,Budget,EMP516,
TXN71FA27652854,2024-09-28,06:21:20,ST012,Campbellfurt Mall,North,PRD9884,Doll,Toys,3,82.34,247.02,15,37.05,209.97,Digital Wallet,CUST57229,VIP,EMP188,
TXNDE026A75ABFD,2024-01-01,06:21:20,ST015,West Audreyland Mall,South,PRD1700,Puzzle,Toys,4,379.31,1517.24,5,75.86,1441.38,Cash,CUST76368,Standard,EMP713,
TXN11E7630995B3,2025-05-22,06:21:20,ST005,Welchhaven Mall,South,PRD2339,Bed Sheet,Home & Garden,2,414.1,828.2,15,124.23,703.97,Digital Wallet,CUST24664,Premium,EMP632,
TXN5978CE2075F1,2023-08-18,06:21:20,ST006,Jenniferchester Mall,South,PRD9014,Children Book,Books,2,345.17,690.34,10,69.03,621.31,Credit Card,CUST52662,Budget,EMP661,BULK5
TXN052D59372E22,2025-06-16,06:21:20,ST019,Lake Kristieborough Mall,North,PRD4699,Foundation,Beauty,3,377.41,1132.23,0,0.0,1132.23,Digital Wallet,CUST30408,Standard,EMP833,
TXN5E5AFB23328E,2025-01-11,06:21:20,ST005,Welchhaven Mall,South,PRD4962,Jacket,Clothing,1,350.52,350.52,10,35.05,315.47,Digital Wallet,CUST49696,Standard,EMP654,
TXNC811E6C6EA94,2024-02-25,06:21:20,ST001,Port Jessica Mall,North,PRD2168,Smartphone,Electronics,3,69.33,207.99,5,10.4,197.59,Credit Card,CUST43218,VIP,EMP221,
TXN8462A647BC27,2024-08-14,06:21:20,ST020,Lake Gary Mall,Central,PRD4415,Lipstick,Beauty,3,178.15,534.45,10,53.45,481.0,Cash,CUST66167,VIP,EMP750,
TXNF7B45838CFD7,2023-09-25,06:21:20,ST016,Port Michael Mall,South,PRD8759,Car Tire,Automotive,3,182.23,546.69,10,54.67,492.02,Digital Wallet,CUST80650,Premium,EMP532,
TXN6C41ADB53C80,2025-05-10,06:21:20,ST016,Port Michael Mall,South,PRD2422,Remote Car,Toys,1,196.18,196.18,15,29.43,166.75,Digital Wallet,CUST43050,Premium,EMP184,
TXN3BEA15946A10,2025-05-21,06:21:20,ST013,West Reginaldfort Mall,North,PRD1562,Jacket,Clothing,3,128.28,384.84,15,57.73,327.11,Cash,CUST50607,VIP,EMP321,
TXNBCA093736986,2023-11-19,06:21:20,ST005,Welchhaven Mall,South,PRD9295,Camera,Electronics,5,432.73,2163.65,0,0.0,2163.65,Digital Wallet,CUST19057,Standard,EMP574,
TXNAAA176C7137B,2025-03-14,06:21:20,ST002,Boltonmouth Mall,North,PRD9046,Hair Dryer,Beauty,3,296.97,890.91,20,178.18,712.73,Debit Card,CUST69208,Budget,EMP974,
TXN1FBF1BA9DA9D,2024-06-06,06:21:20,ST004,Lake Michaelberg Mall,South,PRD4262,Doll,Toys,2,484.6,969.2,0,0.0,969.2,Digital Wallet,CUST73733,Standard,EMP105,
TXND43332E17ED9,2025-06-13,06:21:20,ST002,Boltonmouth Mall,North,PRD9083,Kitchen Set,Home & Garden,3,99.51,298.53,10,29.85,268.68,Debit Card,CUST68283,Premium,EMP203,
TXN5C8B3C90C5C4,2023-12-27,06:21:20,ST016,Port Michael Mall,South,PRD1336,Headphones,Electronics,3,399.23,1197.69,15,179.65,1018.04,Cash,CUST93208,Premium,EMP528,
TXN1A6BC865F2E2,2024-05-25,06:21:20,ST014,Timothychester Mall,North,PRD6859,Hair Dryer,Beauty,1,41.94,41.94,10,4.19,37.75,Digital Wallet,CUST62602,Standard,EMP996,
TXN5D6AA78F4CE0,2023-09-07,06:21:20,ST019,Lake Kristieborough Mall,North,PRD9944,Sofa,Home & Garden,2,335.67,671.34,15,100.7,570.64,Cash,CUST83055,Budget,EMP589,
TXN2A3C7901E902,2025-06-16,06:21:20,ST014,Timothychester Mall,North,PRD4316,Bed Sheet,Home & Garden,1,284.24,284.24,5,14.21,270.03,Debit Card,CUST49366,Standard,EMP864,
TXN1FFF08CF67D0,2024-08-28,06:21:20,ST001,Port Jessica Mall,North,PRD9692,Smart Watch,Electronics,1,267.04,267.04,10,26.7,240.34,Credit Card,CUST49759,Standard,EMP427,WELCOME15
TXN5248A2BBBC29,2024-03-19,06:21:20,ST016,Port Michael Mall,South,PRD3824,Bicycle,Sports,4,244.58,978.32,0,0.0,978.32,Digital Wallet,CUST82487,Premium,EMP249,
TXNBEAE8650EF9D,2025-01-17,06:21:20,ST016,Port Michael Mall,South,PRD3698,Sofa,Home & Garden,5,495.03,2475.15,0,0.0,2475.15,Debit Card,CUST92174,VIP,EMP959,
TXN69C2ED18AF22,2024-03-31,06:21:20,ST002,Boltonmouth Mall,North,PRD7465,Technical Manual,Books,4,31.03,124.12,10,12.41,111.71,Credit Card,CUST35245,Budget,EMP500,
TXNA1D1FED5D6F6,2024-03-31,06:21:20,ST020,Lake Gary Mall,Central,PRD4954,Kitchen Set,Home & Garden,5,445.48,2227.4,5,111.37,2116.03,Cash,CUST75160,Premium,EMP543,
TXND1C9FCE5828B,2024-10-14,06:21:20,ST003,Rodriguezhaven Mall,East,PRD7054,Shoes,Clothing,2,388.73,777.46,0,0.0,777.46,Cash,CUST61546,Budget,EMP575,
TXN5524EEFA07F1,2024-07-28,06:21:20,ST020,Lake Gary Mall,Central,PRD9379,Children Book,Books,3,460.47,1381.41,15,207.21,1174.2,Digital Wallet,CUST60606,Standard,EMP580,
TXNAB1C3CDF8D3F,2025-07-22,06:21:20,ST018,North Erika Mall,Central,PRD5122,Car Cover,Automotive,5,312.02,1560.1,0,0.0,1560.1,Cash,CUST45553,Budget,EMP708,
TXN9208958004E6,2024-06-29,06:21:20,ST019,Lake Kristieborough Mall,North,PRD4143,Board Game,Toys,2,180.77,361.54,10,36.15,325.39,Cash,CUST77852,VIP,EMP385,
TXN6BFA18713E64,2024-10-21,06:21:20,ST005,Welchhaven Mall,South,PRD9892,Basketball,Sports,3,103.08,309.24,10,30.92,278.32,Cash,CUST36799,VIP,EMP695,
TXNBBFC36826336,2023-12-12,06:21:20,ST008,New Daniel Mall,Central,PRD3999,Magazine,Books,2,303.08,606.16,10,60.62,545.54,Digital Wallet,CUST59151,Standard,EMP501,
TXN2C053D584F36,2024-05-17,06:21:20,ST011,Amberfort Mall,West,PRD5137,Car Charger,Automotive,2,134.82,269.64,0,0.0,269.64,Credit Card,CUST59356,VIP,EMP103,
TXN051CBF89F020,2024-04-30,06:21:20,ST018,North Erika Mall,Central,PRD7889,GPS Device,Automotive,5,412.37,2061.85,20,412.37,1649.48,Debit Card,CUST44825,Premium,EMP537,
TXN2B50AC7790CD,2024-12-27,06:21:20,ST014,Timothychester Mall,North,PRD3967,Jacket,Clothing,4,163.44,653.76,5,32.69,621.07,Credit Card,CUST57360,Premium,EMP142,SUMMER20
TXNEB73ABF9DB2D,2023-12-02,06:21:20,ST004,Lake Michaelberg Mall,South,PRD1981,Cookbook,Books,4,110.4,441.6,20,88.32,353.28,Credit Card,CUST24605,Budget,EMP739,SUMMER20
TXN667E44EC9136,2024-10-27,06:21:20,ST008,New Daniel Mall,Central,PRD6792,Yoga Mat,Sports,5,305.79,1528.95,10,152.9,1376.05,Debit Card,CUST29884,Premium,EMP666,
TXN0ED63600F968,2024-03-26,06:21:20,ST007,East Seanborough Mall,North,PRD2493,Kitchen Set,Home & Garden,5,311.99,1559.95,5,78.0,1481.95,Cash,CUST73734,Premium,EMP197,
TXN7672149DBB15,2024-10-03,06:21:20,ST015,West Audreyland Mall,South,PRD4610,Yoga Mat,Sports,5,91.16,455.8,5,22.79,433.01,Cash,CUST24075,Premium,EMP344,
TXNFC74F2E2200D,2024-11-01,06:21:20,ST007,East Seanborough Mall,North,PRD7693,Skincare Set,Beauty,2,59.18,118.36,0,0.0,118.36,Digital Wallet,CUST68002,Standard,EMP856,BULK5
TXN35826CE87306,2024-09-06,06:21:20,ST009,Chavezfurt Mall,North,PRD8154,Smart Watch,Electronics,2,442.09,884.18,15,132.63,751.55,Cash,CUST52215,Premium,EMP611,
TXNCE1FA5D3DDBA,2024-09-14,06:21:20,ST007,East Seanborough Mall,North,PRD7187,Car Charger,Automotive,3,80.81,242.43,0,0.0,242.43,Debit Card,CUST62953,Standard,EMP323,
TXND63A865FA1CE,2024-10-01,06:21:20,ST010,Harveyfurt Mall,Central,PRD1397,Cookbook,Books,2,195.93,391.86,15,58.78,333.08,Debit Card,CUST94603,Premium,EMP563,
TXNDD15B144C4AE,2024-09-15,06:21:20,ST013,West Reginaldfort Mall,North,PRD7949,Puzzle,Toys,1,250.57,250.57,15,37.59,212.98,Credit Card,CUST67325,Budget,EMP456,
TXN3D8D60496580,2024-08-23,06:21:20,ST006,Jenniferchester Mall,South,PRD9473,Technical Manual,Books,2,117.38,234.76,20,46.95,187.81,Debit Card,CUST14757,VIP,EMP473,
TXNC4D6E8F2B21F,2024-04-04,06:21:20,ST006,Jenniferchester Mall,South,PRD1820,Hat,Clothing,1,311.57,311.57,20,62.31,249.26,Cash,CUST20388,Budget,EMP563,
TXN34141D5A6A93,2024-01-06,06:21:20,ST006,Jenniferchester Mall,South,PRD9528,Perfume,Beauty,2,210.64,421.28,5,21.06,400.22,Credit Card,CUST40384,Premium,EMP735,
TXN32CDFE770D79,2025-06-14,06:21:20,ST018,North Erika Mall,Central,PRD4870,Plant Pot,Home & Garden,4,471.59,1886.36,5,94.32,1792.04,Credit Card,CUST35609,Premium,EMP168,SUMMER20
TXNF57BD1603B15,2024-02-13,06:21:20,ST018,North Erika Mall,Central,PRD9743,Jacket,Clothing,3,364.37,1093.11,5,54.66,1038.45,Debit Card,CUST42197,Premium,EMP433,SUMMER20
TXNC3EEA5FD1F53,2025-01-20,06:21:20,ST017,East Ann Mall,Central,PRD1792,Smart Watch,Electronics,1,202.96,202.96,5,10.15,192.81,Digital Wallet,CUST30435,Standard,EMP347,SUMMER20
TXNCDB8688E1565,2025-03-23,06:21:20,ST008,New Daniel Mall,Central,PRD5066,Technical Manual,Books,4,95.82,383.28,0,0.0,383.28,Debit Card,CUST93903,Premium,EMP168,SAVE10
TXNA9BC3DDC2ADC,2023-08-14,06:21:20,ST017,East Ann Mall,Central,PRD9871,Technical Manual,Books,4,341.99,1367.96,15,205.19,1162.77,Digital Wallet,CUST78819,VIP,EMP762,SUMMER20
TXN9B97438060A8,2025-04-25,06:21:20,ST017,East Ann Mall,Central,PRD3068,Perfume,Beauty,4,91.78,367.12,15,55.07,312.05,Credit Card,CUST37117,Premium,EMP714,SUMMER20
TXN7497401CC81F,2023-12-10,06:21:20,ST013,West Reginaldfort Mall,North,PRD8982,Skincare Set,Beauty,3,193.08,579.24,10,57.92,521.32,Debit Card,CUST12102,Standard,EMP545,SAVE10
TXN2DBD00AF1441,2024-11-16,06:21:20,ST010,Harveyfurt Mall,Central,PRD4720,Curtains,Home & Garden,4,129.8,519.2,0,0.0,519.2,Digital Wallet,CUST43150,VIP,EMP508,
TXNF80AD56D6286,2024-12-02,06:21:20,ST015,West Audreyland Mall,South,PRD5020,Board Game,Toys,2,213.74,427.48,0,0.0,427.48,Debit Card,CUST93889,Premium,EMP402,
TXNFF51676D6CCC,2024-08-06,06:21:20,ST014,Timothychester Mall,North,PRD9397,GPS Device,Automotive,1,303.14,303.14,10,30.31,272.83,Digital Wallet,CUST15311,VIP,EMP169,
TXN3B2CDD1AD900,2024-02-28,06:21:20,ST006,Jenniferchester Mall,South,PRD5417,Children Book,Books,1,496.13,496.13,5,24.81,471.32,Credit Card,CUST13235,Standard,EMP745,
TXNDCED97C91CD1,2023-09-07,06:21:20,ST011,Amberfort Mall,West,PRD6350,GPS Device,Automotive,5,235.54,1177.7,20,235.54,942.16,Cash,CUST58230,Premium,EMP920,
TXN011F39DBD843,2023-12-18,06:21:20,ST014,Timothychester Mall,North,PRD9289,GPS Device,Automotive,5,27.72,138.6,20,27.72,110.88,Credit Card,CUST30097,VIP,EMP438,
TXNF27D2455EB45,2024-11-06,06:21:20,ST005,Welchhaven Mall,South,PRD5518,Cookbook,Books,2,55.66,111.32,15,16.7,94.62,Digital Wallet,CUST38866,Premium,EMP145,
TXNB6F379CB2650,2023-12-28,06:21:20,ST019,Lake Kristieborough Mall,North,PRD7994,Tennis Racket,Sports,2,214.62,429.24,5,21.46,407.78,Cash,CUST37605,Premium,EMP167,
TXNEDA9C3979DBB,2023-09-21,06:21:20,ST016,Port Michael Mall,South,PRD9085,Magazine,Books,1,117.36,117.36,5,5.87,111.49,Credit Card,CUST20481,VIP,EMP931,BULK5
TXN360D2F44C3F2,2024-08-29,06:21:20,ST019,Lake Kristieborough Mall,North,PRD6349,Car Cover,Automotive,5,278.48,1392.4,10,139.24,1253.16,Debit Card,CUST97523,Budget,EMP925,
TXN8A599F3C09A1,2024-04-21,06:21:20,ST014,Timothychester Mall,North,PRD5924,Running Shoes,Sports,4,143.37,573.48,20,114.7,458.78,Digital Wallet,CUST63046,Premium,EMP705,
TXNDC61EE5308F9,2024-05-03,06:21:20,ST018,North Erika Mall,Central,PRD5075,Jeans,Clothing,2,423.8,847.6,5,42.38,805.22,Digital Wallet,CUST30087,Premium,EMP814,
TXN0B1A4AA4E1BB,2024-08-19,06:21:20,ST013,West Reginaldfort Mall,North,PRD2329,Nail Polish,Beauty,4,287.62,1150.48,10,115.05,1035.43,Debit Card,CUST31292,VIP,EMP778,
TXN939B22C543A2,2024-06-30,06:21:20,ST013,West Reginaldfort Mall,North,PRD1501,Headphones,Electronics,4,85.48,341.92,15,51.29,290.63,Cash,CUST58546,Premium,EMP415,
TXNB62330FDAA80,2024-12-29,06:21:20,ST007,East Seanborough Mall,North,PRD5693,Hair Dryer,Beauty,4,220.75,883.0,5,44.15,838.85,Debit Card,CUST90028,Standard,EMP444,
TXN65BE31B60859,2024-07-13,06:21:20,ST004,Lake Michaelberg Mall,South,PRD3458,Lipstick,Beauty,1,50.33,50.33,0,0.0,50.33,Digital Wallet,CUST74572,Premium,EMP912,SAVE10
TXN23A82A8C12C8,2023-10-05,06:21:20,ST006,Jenniferchester Mall,South,PRD6853,Headphones,Electronics,1,75.41,75.41,10,7.54,67.87,Credit Card,CUST15299,Standard,EMP417,
TXN8C91D958F8E8,2023-09-22,06:21:20,ST020,Lake Gary Mall,Central,PRD3784,T-Shirt,Clothing,1,412.5,412.5,5,20.62,391.88,Digital Wallet,CUST74272,Premium,EMP373,
TXN4ECDF7CB0525,2025-05-05,06:21:20,ST010,Harveyfurt Mall,Central,PRD5259,Shoes,Clothing,2,41.82,83.64,20,16.73,66.91,Debit Card,CUST94340,Premium,EMP608,
TXN4AC1E2146154,2025-07-19,06:21:20,ST013,West Reginaldfort Mall,North,PRD8413,Fiction Novel,Books,3,335.85,1007.55,15,151.13,856.42,Cash,CUST76699,Budget,EMP400,
TXN5CE623CFC404,2024-09-27,06:21:20,ST010,Harveyfurt Mall,Central,PRD3436,Foundation,Beauty,3,113.17,339.51,15,50.93,288.58,Debit Card,CUST14823,Premium,EMP160,
TXN46BA6350BE4C,2023-12-12,06:21:20,ST015,West Audreyland Mall,South,PRD5628,Sofa,Home & Garden,2,83.17,166.34,0,0.0,166.34,Cash,CUST51936,Standard,EMP835,
TXN0AD5F79D9EC5,2024-10-06,06:21:20,ST018,North Erika Mall,Central,PRD8753,Hat,Clothing,5,158.25,791.25,5,39.56,751.69,Credit Card,CUST57737,Standard,EMP500,
TXNE294C32F3625,2023-10-20,06:21:20,ST009,Chavezfurt Mall,North,PRD8594,Smartphone,Electronics,4,101.42,405.68,15,60.85,344.83,Digital Wallet,CUST52412,VIP,EMP236,WELCOME15
TXNE77E429B9B8B,2025-06-18,06:21:20,ST006,Jenniferchester Mall,South,PRD5105,Building Blocks,Toys,1,435.9,435.9,5,21.8,414.1,Digital Wallet,CUST22218,VIP,EMP996,SAVE10
TXN7A59DF50D767,2023-09-26,06:21:20,ST017,East Ann Mall,Central,PRD4313,Lamp,Home & Garden,5,252.73,1263.65,10,126.37,1137.28,Debit Card,CUST64771,Premium,EMP889,
TXN752E42DC73F3,2024-08-17,06:21:20,ST012,Campbellfurt Mall,North,PRD9209,Building Blocks,Toys,3,11.34,34.02,15,5.1,28.92,Debit Card,CUST37664,Standard,EMP440,
TXNC5DC833D02F8,2025-01-12,06:21:20,ST013,West Reginaldfort Mall,North,PRD4222,Children Book,Books,5,496.88,2484.4,20,496.88,1987.52,Digital Wallet,CUST15167,VIP,EMP836,
TXN6EFAC6075127,2024-06-06,06:21:20,ST010,Harveyfurt Mall,Central,PRD2028,Car Tire,Automotive,3,18.78,56.34,20,11.27,45.07,Digital Wallet,CUST64689,VIP,EMP723,
TXNC5653EA8CEE0,2024-07-01,06:21:20,ST009,Chavezfurt Mall,North,PRD4759,Tennis Racket,Sports,3,446.84,1340.52,0,0.0,1340.52,Cash,CUST61748,Budget,EMP104,
TXN4F1B24ACC00C,2023-09-24,06:21:20,ST008,New Daniel Mall,Central,PRD2246,Tennis Racket,Sports,4,11.1,44.4,0,0.0,44.4,Cash,CUST80157,VIP,EMP116,
TXN7FD843979F53,2025-05-30,06:21:20,ST002,Boltonmouth Mall,North,PRD9750,Children Book,Books,4,494.55,1978.2,5,98.91,1879.29,Cash,CUST25187,Standard,EMP498,
TXNFE9B193F069F,2024-07-15,06:21:20,ST007,East Seanborough Mall,North,PRD6386,Bed Sheet,Home & Garden,1,345.69,345.69,0,0.0,345.69,Debit Card,CUST72896,Premium,EMP201,
TXN16C32C35DFFD,2024-05-04,06:21:20,ST010,Harveyfurt Mall,Central,PRD4343,Curtains,Home & Garden,3,213.63,640.89,15,96.13,544.76,Debit Card,CUST57373,Premium,EMP883,SUMMER20
TXNE69E03BE2801,2025-02-19,06:21:20,ST005,Welchhaven Mall,South,PRD4924,T-Shirt,Clothing,1,427.98,427.98,0,0.0,427.98,Credit Card,CUST45396,Standard,EMP216,SUMMER20
TXN2F5B8754AE15,2023-12-16,06:21:20,ST004,Lake Michaelberg Mall,South,PRD2364,Car Charger,Automotive,4,337.32,1349.28,10,134.93,1214.35,Cash,CUST22062,Budget,EMP280,
TXN6A6FA0CE235E,2024-02-23,06:21:20,ST001,Port Jessica Mall,North,PRD2039,Magazine,Books,5,404.14,2020.7,0,0.0,2020.7,Debit Card,CUST29111,Budget,EMP264,
TXNBF9DF82D88CE,2025-07-20,06:21:20,ST012,Campbellfurt Mall,North,PRD8084,Tennis Racket,Sports,1,176.69,176.69,15,26.5,150.19,Credit Card,CUST77163,VIP,EMP317,
TXNCD79C15EA45D,2025-05-10,06:21:20,ST003,Rodriguezhaven Mall,East,PRD8501,Car Charger,Automotive,2,418.91,837.82,15,125.67,712.15,Digital Wallet,CUST52233,Budget,EMP303,
TXNB97FDFBAD611,2024-11-19,06:21:20,ST019,Lake Kristieborough Mall,North,PRD6549,Running Shoes,Sports,3,18.39,55.17,10,5.52,49.65,Digital Wallet,CUST10974,Budget,EMP982,
TXNCF89F467993A,2023-12-29,06:21:20,ST017,East Ann Mall,Central,PRD3224,Shoes,Clothing,5,385.4,1927.0,20,385.4,1541.6,Digital Wallet,CUST74794,Budget,EMP222,
TXNA5D880297BB0,2023-09-16,06:21:20,ST010,Harveyfurt Mall,Central,PRD1637,Board Game,Toys,5,412.86,2064.3,10,206.43,1857.87,Credit Card,CUST17197,Budget,EMP780,SAVE10
TXN48059446ADCD,2025-07-26,06:21:20,ST005,Welchhaven Mall,South,PRD2218,Technical Manual,Books,3,176.57,529.71,15,79.46,450.25,Cash,CUST19845,VIP,EMP415,WELCOME15
